case_id,time,action,band_id,side,source,range,min_price,max_price,current_price,score,flow_source,consumed,pulled,added,paid_share,replenish,flow_grade,runway_points,path_consumed_pct,opposing_fail_count_3m,opposing_fail_score_3m,opposing_fail_recent,opposing_weak_contact_count_3m,opposing_weak_contact_recent,future_mfe,future_mae,future_target_time,call
es_20260827_1130_long_7728,11:45:04,TEST,11,demand,supply_consumed,723.50-725.75,7723.5,7725.75,7726.5,31.156,latest_test,471.0,1502.0,2092.0,0.239,1.06,replenished,16.5,0.0,0,0,,0,,23.25,1.25,12:34:28,watch_contact
es_20260827_1130_long_7728,11:45:27,TEST,10,demand,demand_lean,719-725,7719.0,7725.0,7726.0,45.512,latest_test,0.0,355.0,571.0,0.0,1.608,replenished,17.0,0.0,0,0,,0,,23.75,0.75,12:34:28,watch_contact
es_20260827_1130_long_7728,11:47:02,HOLD,10,demand,demand_lean,719-725,7719.0,7725.0,7727.5,45.512,latest_test,0.0,355.0,571.0,0.0,1.608,replenished,15.5,0.0,0,0,,0,,22.25,1.25,12:34:28,add_review
es_20260827_1130_long_7728,11:47:42,HOLD,11,demand,supply_consumed,723.50-725.75,7723.5,7725.75,7728.25,31.156,latest_test,471.0,1502.0,2092.0,0.239,1.06,replenished,14.75,1.7,0,0,,0,,21.5,2.0,12:34:28,add_review
es_20260827_1130_long_7728,11:48:30,TEST,11,demand,supply_consumed,723.50-725.75,7723.5,7725.75,7726.5,31.156,latest_test,0.0,166.0,183.0,0.0,1.102,replenished,16.5,0.0,0,0,,0,,23.25,0.25,12:34:28,watch_contact
es_20260827_1130_long_7728,11:49:50,HOLD,11,demand,supply_consumed,723.50-725.75,7723.5,7725.75,7728.25,31.156,latest_test,0.0,166.0,183.0,0.0,1.102,replenished,14.75,1.7,0,0,,0,,21.5,0.5,12:34:28,add_review
es_20260827_1130_long_7728,11:50:21,HOLD,16,demand,supply_consumed,724.50-727,7724.5,7727.0,7729.75,30.805,event_forward,0.0,99.0,81.0,0.0,0.818,depleted,13.25,11.7,0,0,,1,11:50:21 730.50-736.25,20.0,0.25,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:50:24,HOLD,21,demand,demand_lean,725-727.50,7725.0,7727.5,7730.0,17.58,event_forward,0.0,138.0,109.0,0.0,0.79,depleted,13.0,13.3,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",19.75,0.0,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:50:25,HOLD,23,demand,demand_lean,725.75-727.75,7725.75,7727.75,7730.25,8.076,event_forward,0.0,157.0,121.0,0.0,0.771,depleted,12.75,15.0,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",19.5,0.0,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:50:27,HOLD,20,demand,supply_consumed,726.25-728,7726.25,7728.0,7730.5,24.574,event_forward,0.0,146.0,115.0,0.0,0.788,depleted,12.5,16.7,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",19.25,0.0,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:50:30,OWNED,42,demand,demand_lean,726.50-727.25,7726.5,7727.25,7731.0,10.823,event_forward,0.0,56.0,43.0,0.0,0.768,depleted,12.0,20.0,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",18.75,0.25,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:51:32,HOLD,18,demand,supply_consumed,725.75-730.75,7725.75,7730.75,7733.25,26.284,event_forward,0.0,207.0,120.0,0.0,0.58,depleted,9.75,35.0,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",16.5,0.5,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:51:41,HOLD,17,demand,demand_lean,723-731,7723.0,7731.0,7733.5,38.363,event_forward,0.0,297.0,195.0,0.0,0.657,depleted,9.5,36.7,0,0,,2,"11:50:21 730.50-736.25,11:50:25 731.25-734.50",16.25,0.75,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:51:54,OWNED,41,demand,demand_lean,725.25-732,7725.25,7732.0,7735.0,35.802,event_forward,0.0,383.0,286.0,0.0,0.747,depleted,8.0,46.7,0,0,,3,"11:50:21 730.50-736.25,11:50:25 731.25-734.50,11:51:46 735.25-737",14.75,2.25,12:34:28,reject_depleted
es_20260827_1130_long_7728,11:52:57,HOLD,22,demand,supply_consumed,726.50-734.75,7726.5,7734.75,7737.25,103.017,event_forward,0.0,308.0,180.0,0.0,0.584,depleted,5.75,61.7,1,21.09,11:52:53 731.25-734.50,6,"11:52:47 737-737.25,11:52:53 737.75-739,11:52:55 738-738.25",12.5,2.25,12:34:28,scale_out_zone
es_20260827_1130_long_7728,11:53:03,CONSUMED,40,demand,supply_consumed,725.25-734.50,7725.25,7734.5,7737.5,84.373,event_forward,0.0,274.0,170.0,0.0,0.62,depleted,5.5,63.3,1,21.09,11:52:53 731.25-734.50,6,"11:52:47 737-737.25,11:52:53 737.75-739,11:52:55 738-738.25",12.25,2.5,12:34:28,scale_out_zone
es_20260827_1130_long_7728,11:53:03,CONSUMED,43,demand,supply_consumed,732-734.50,7732.0,7734.5,7737.5,22.756,event_forward,0.0,152.0,139.0,0.0,0.914,depleted,5.5,63.3,1,21.09,11:52:53 731.25-734.50,6,"11:52:47 737-737.25,11:52:53 737.75-739,11:52:55 738-738.25",12.25,2.5,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:21:14,TEST,22,demand,supply_consumed,726.50-734.75,7726.5,7734.75,7735.75,103.017,latest_test,0.0,388.0,484.0,0.0,1.247,replenished,7.25,51.7,0,0,,0,,14.0,0.75,12:34:28,watch_contact
es_20260827_1130_long_7728,12:21:19,TEST,40,demand,supply_consumed,725.25-734.50,7725.25,7734.5,7735.5,84.373,latest_test,0.0,274.0,355.0,0.0,1.296,replenished,7.5,50.0,0,0,,0,,14.25,0.5,12:34:28,watch_contact
es_20260827_1130_long_7728,12:21:19,TEST,43,demand,supply_consumed,732-734.50,7732.0,7734.5,7735.5,22.756,latest_test,0.0,240.0,290.0,0.0,1.208,replenished,7.5,50.0,0,0,,0,,14.25,0.5,12:34:28,watch_contact
es_20260827_1130_long_7728,12:23:15,HOLD,40,demand,supply_consumed,725.25-734.50,7725.25,7734.5,7737.0,84.373,latest_test,0.0,274.0,355.0,0.0,1.296,replenished,6.0,60.0,0,0,,2,"12:22:38 737.50-739.25,12:22:38 737.50-740.25",12.75,1.25,12:34:28,reject_low_runway
es_20260827_1130_long_7728,12:23:15,HOLD,43,demand,supply_consumed,732-734.50,7732.0,7734.5,7737.0,22.756,latest_test,0.0,240.0,290.0,0.0,1.208,replenished,6.0,60.0,0,0,,2,"12:22:38 737.50-739.25,12:22:38 737.50-740.25",12.75,1.25,12:34:28,reject_low_runway
es_20260827_1130_long_7728,12:23:38,HOLD,22,demand,supply_consumed,726.50-734.75,7726.5,7734.75,7737.25,103.017,latest_test,0.0,388.0,484.0,0.0,1.247,replenished,5.75,61.7,0,0,,2,"12:22:38 737.50-739.25,12:22:38 737.50-740.25",12.5,1.5,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:26:25,TEST,22,demand,supply_consumed,726.50-734.75,7726.5,7734.75,7735.75,103.017,latest_test,0.0,150.0,173.0,0.0,1.153,replenished,7.25,51.7,0,0,,0,,14.0,0.0,12:34:28,watch_contact
es_20260827_1130_long_7728,12:26:47,HOLD,22,demand,supply_consumed,726.50-734.75,7726.5,7734.75,7737.25,103.017,latest_test,0.0,150.0,173.0,0.0,1.153,replenished,5.75,61.7,0,0,,1,12:26:47 738.25-739,12.5,0.25,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:27:46,OWNED,55,demand,demand_lean,735.75-736,7735.75,7736.0,7738.5,10.729,event_forward,0.0,24.0,15.0,0.0,0.625,depleted,4.5,70.0,0,0,,1,12:26:47 738.25-739,11.25,0.0,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:27:58,OWNED,53,demand,demand_lean,735-736.50,7735.0,7736.5,7739.75,19.669,event_forward,0.0,48.0,44.0,0.0,0.917,depleted,3.25,78.3,0,0,,2,"12:26:47 738.25-739,12:27:48 739.75-742",10.0,0.25,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:27:59,CONSUMED,54,demand,supply_consumed,735-737,7735.0,7737.0,7739.75,18.296,event_forward,0.0,79.0,91.0,0.0,1.152,replenished,3.25,78.3,0,0,,2,"12:26:47 738.25-739,12:27:48 739.75-742",10.0,0.25,12:34:28,scale_out_zone
es_20260827_1130_long_7728,12:34:35,OWNED,44,demand,demand_lean,732.50-740.25,7732.5,7740.25,7742.75,44.504,event_forward,0.0,120.0,121.0,0.0,1.008,depleted,0.25,98.3,0,0,,0,,7.0,0.25,12:34:40,scale_out_zone
es_20260827_1330_short_7748,13:39:04,HOLD,25,supply,demand_consumed,751.25-753,7751.25,7753.0,7748.75,16.865,event_forward,0.0,119.0,106.0,0.0,0.891,depleted,19.25,0.0,0,0,,0,,25.0,2.5,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:43:42,TEST,25,supply,demand_consumed,751.25-753,7751.25,7753.0,7750.25,16.865,latest_test,13.0,314.0,337.0,0.04,1.031,replenished,20.75,0.0,0,0,,0,,26.5,1.0,14:26:35,watch_contact
es_20260827_1330_short_7748,13:43:56,TEST,22,supply,demand_consumed,752-752.75,7752.0,7752.75,7751.0,8.26,latest_test,0.0,57.0,58.0,0.0,1.018,replenished,21.5,0.0,0,0,,0,,27.25,0.25,14:26:35,watch_contact
es_20260827_1330_short_7748,13:44:35,HOLD,22,supply,demand_consumed,752-752.75,7752.0,7752.75,7749.5,8.26,latest_test,0.0,57.0,58.0,0.0,1.018,replenished,20.0,0.0,0,0,,0,,25.75,0.25,14:26:35,add_review
es_20260827_1330_short_7748,13:44:39,HOLD,25,supply,demand_consumed,751.25-753,7751.25,7753.0,7748.5,16.865,latest_test,13.0,314.0,337.0,0.04,1.031,replenished,19.0,1.3,0,0,,1,13:44:39 744.50-748,24.75,0.25,14:26:35,add_preserve_root
es_20260827_1330_short_7748,13:45:24,CONSUMED,19,supply,demand_consumed,749.75-754.25,7749.75,7754.25,7747.25,89.351,event_forward,0.0,142.0,128.0,0.0,0.901,depleted,17.75,7.8,1,8.51,13:44:58 748.75-749.50,1,13:44:39 744.50-748,23.5,0.5,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:45:24,CONSUMED,27,supply,demand_consumed,749.75-752,7749.75,7752.0,7747.25,9.588,event_forward,0.0,95.0,82.0,0.0,0.863,depleted,17.75,7.8,1,8.51,13:44:58 748.75-749.50,1,13:44:39 744.50-748,23.5,0.5,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:45:32,OWNED,20,supply,supply_lean,749.50-755,7749.5,7755.0,7746.75,73.349,event_forward,0.0,148.0,113.0,0.0,0.764,depleted,17.25,10.4,1,8.51,13:44:58 748.75-749.50,1,13:44:39 744.50-748,23.0,0.75,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:45:39,OWNED,28,supply,supply_lean,749.25-750.25,7749.25,7750.25,7746.75,10.547,event_forward,0.0,79.0,65.0,0.0,0.823,depleted,17.25,10.4,1,8.51,13:44:58 748.75-749.50,2,"13:44:39 744.50-748,13:45:35 745.50",23.0,0.75,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:45:53,OWNED,26,supply,supply_lean,748.75-751.75,7748.75,7751.75,7746.5,35.064,event_forward,0.0,143.0,125.0,0.0,0.874,depleted,17.0,11.7,3,107.44,"13:44:58 748.75-749.50,13:45:39 748-750.50,13:45:41 747.75-749.25",2,"13:44:39 744.50-748,13:45:35 745.50",22.75,1.0,14:26:35,reject_depleted
es_20260827_1330_short_7748,13:58:28,OWNED,29,supply,supply_lean,745-747.25,7745.0,7747.25,7743.0,56.501,event_forward,0.0,164.0,179.0,0.0,1.091,replenished,13.5,29.9,0,0,,0,,19.25,2.5,14:26:35,add_review_no_recent_opp_fail
es_20260827_1330_short_7748,14:00:01,TEST,29,supply,supply_lean,745-747.25,7745.0,7747.25,7744.0,56.501,latest_test,438.0,1410.0,2034.0,0.237,1.101,replenished,14.5,24.7,0,0,,0,,20.25,1.5,14:26:35,watch_contact
es_20260827_1330_short_7748,14:01:13,HOLD,29,supply,supply_lean,745-747.25,7745.0,7747.25,7742.5,56.501,latest_test,438.0,1410.0,2034.0,0.237,1.101,replenished,13.0,32.5,0,0,,2,"14:00:34 741-742.75,14:00:34 741.25-742.50",18.75,0.25,14:26:35,add_preserve_root
es_20260827_1330_short_7748,14:01:29,CONSUMED,30,supply,demand_consumed,743.50-745.25,7743.5,7745.25,7741.5,60.432,event_forward,0.0,147.0,124.0,0.0,0.844,depleted,12.0,37.7,0,0,,3,"14:00:34 741-742.75,14:00:34 741.25-742.50,14:01:19 736.75-740.50",17.75,0.25,14:26:35,reject_depleted
es_20260827_1330_short_7748,14:01:29,OWNED,31,supply,supply_lean,743.75-745.25,7743.75,7745.25,7741.5,20.902,event_forward,0.0,123.0,100.0,0.0,0.813,depleted,12.0,37.7,0,0,,3,"14:00:34 741-742.75,14:00:34 741.25-742.50,14:01:19 736.75-740.50",17.75,0.25,14:26:35,reject_depleted
es_20260827_1330_short_7748,14:10:55,OWNED,32,supply,supply_lean,736.75-739.75,7736.75,7739.75,7734.25,51.384,event_forward,0.0,251.0,287.0,0.0,1.143,replenished,4.75,75.3,3,60.16,"14:09:12 736.75-740.50,14:09:18 736.50-737.50,14:10:54 735.75-736",0,,10.5,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:11:35,TEST,32,supply,supply_lean,736.75-739.75,7736.75,7739.75,7735.75,51.384,latest_test,0.0,261.0,329.0,0.0,1.261,replenished,6.25,67.5,3,60.16,"14:09:12 736.75-740.50,14:09:18 736.50-737.50,14:10:54 735.75-736",0,,12.0,0.5,14:26:35,watch_contact
es_20260827_1330_short_7748,14:12:34,HOLD,32,supply,supply_lean,736.75-739.75,7736.75,7739.75,7734.25,51.384,latest_test,0.0,261.0,329.0,0.0,1.261,replenished,4.75,75.3,1,10.73,14:10:54 735.75-736,0,,10.5,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:12:45,CONSUMED,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7733.75,34.133,event_forward,0.0,314.0,327.0,0.0,1.041,replenished,4.25,77.9,1,10.73,14:10:54 735.75-736,0,,10.0,2.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:12:45,CONSUMED,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7733.75,13.501,event_forward,0.0,176.0,191.0,0.0,1.085,replenished,4.25,77.9,1,10.73,14:10:54 735.75-736,0,,10.0,2.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:13:00,TEST,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7735.25,34.133,latest_test,0.0,287.0,281.0,0.0,0.979,depleted,5.75,70.1,3,48.69,"14:10:54 735.75-736,14:12:45 735-736.50,14:12:45 735-737",0,,11.5,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:13:00,TEST,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7735.25,13.501,latest_test,0.0,163.0,169.0,0.0,1.037,replenished,5.75,70.1,3,48.69,"14:10:54 735.75-736,14:12:45 735-736.50,14:12:45 735-737",0,,11.5,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:13:29,HOLD,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7733.5,34.133,latest_test,0.0,287.0,281.0,0.0,0.979,depleted,4.0,79.2,3,48.69,"14:10:54 735.75-736,14:12:45 735-736.50,14:12:45 735-737",0,,9.75,2.75,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:13:29,HOLD,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7733.5,13.501,latest_test,0.0,163.0,169.0,0.0,1.037,replenished,4.0,79.2,3,48.69,"14:10:54 735.75-736,14:12:45 735-736.50,14:12:45 735-737",0,,9.75,2.75,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:14:01,CONSUMED,35,supply,demand_consumed,735.25-735.50,7735.25,7735.5,7732.0,10.955,event_forward,0.0,51.0,63.0,0.0,1.235,replenished,2.5,87.0,2,37.97,"14:12:45 735-736.50,14:12:45 735-737",0,,8.25,4.25,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:14:46,TEST,35,supply,demand_consumed,735.25-735.50,7735.25,7735.5,7734.25,10.955,latest_test,0.0,85.0,114.0,0.0,1.341,replenished,4.75,75.3,2,37.97,"14:12:45 735-736.50,14:12:45 735-737",0,,10.5,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:16:08,HOLD,35,supply,demand_consumed,735.25-735.50,7735.25,7735.5,7732.75,10.955,latest_test,0.0,85.0,114.0,0.0,1.341,replenished,3.25,83.1,0,0,,0,,9.0,3.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:18:03,TEST,35,supply,demand_consumed,735.25-735.50,7735.25,7735.5,7734.5,10.955,latest_test,297.0,688.0,795.0,0.302,0.807,depleted,5.0,74.0,0,0,,0,,10.75,1.75,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:18:07,TEST,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7735.25,34.133,latest_test,0.0,213.0,243.0,0.0,1.141,replenished,5.75,70.1,0,0,,0,,11.5,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:18:07,TEST,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7735.25,13.501,latest_test,0.0,152.0,167.0,0.0,1.099,replenished,5.75,70.1,0,0,,0,,11.5,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:19:00,TEST,32,supply,supply_lean,736.75-739.75,7736.75,7739.75,7735.75,51.384,latest_test,0.0,252.0,278.0,0.0,1.103,replenished,6.25,67.5,0,0,,0,,12.0,0.5,14:26:35,watch_contact
es_20260827_1330_short_7748,14:19:39,HOLD,32,supply,supply_lean,736.75-739.75,7736.75,7739.75,7734.25,51.384,latest_test,0.0,252.0,278.0,0.0,1.103,replenished,4.75,75.3,0,0,,0,,10.5,1.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:19:42,HOLD,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7733.75,34.133,latest_test,0.0,213.0,243.0,0.0,1.141,replenished,4.25,77.9,0,0,,0,,10.0,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:19:42,HOLD,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7733.75,13.501,latest_test,0.0,152.0,167.0,0.0,1.099,replenished,4.25,77.9,0,0,,0,,10.0,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:20:26,TEST,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7735.25,34.133,latest_test,0.0,281.0,293.0,0.0,1.043,replenished,5.75,70.1,0,0,,0,,11.5,0.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:20:26,TEST,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7735.25,13.501,latest_test,0.0,157.0,167.0,0.0,1.064,replenished,5.75,70.1,0,0,,0,,11.5,0.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:21:27,HOLD,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7733.75,34.133,latest_test,0.0,281.0,293.0,0.0,1.043,replenished,4.25,77.9,0,0,,0,,10.0,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:21:27,HOLD,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7733.75,13.501,latest_test,0.0,157.0,167.0,0.0,1.064,replenished,4.25,77.9,0,0,,0,,10.0,2.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:22:10,TEST,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7735.25,34.133,latest_test,0.0,187.0,195.0,0.0,1.043,replenished,5.75,70.1,0,0,,0,,11.5,0.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:22:10,TEST,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7735.25,13.501,latest_test,0.0,111.0,115.0,0.0,1.036,replenished,5.75,70.1,0,0,,0,,11.5,0.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:22:47,HOLD,33,supply,demand_consumed,736.25-739.25,7736.25,7739.25,7733.5,34.133,latest_test,0.0,187.0,195.0,0.0,1.043,replenished,4.0,79.2,0,0,,0,,9.75,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:22:47,HOLD,34,supply,demand_consumed,736.25-737.25,7736.25,7737.25,7733.5,13.501,latest_test,0.0,111.0,115.0,0.0,1.036,replenished,4.0,79.2,0,0,,0,,9.75,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:23:45,HOLD,35,supply,demand_consumed,735.25-735.50,7735.25,7735.5,7732.5,10.955,event_forward,0.0,36.0,42.0,0.0,1.167,replenished,3.0,84.4,0,0,,0,,8.75,1.0,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:25:41,OWNED,37,supply,supply_lean,732.75-735.25,7732.75,7735.25,7730.5,65.884,event_forward,0.0,152.0,183.0,0.0,1.204,replenished,1.0,94.8,0,0,,0,,6.75,1.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:25:41,CONSUMED,38,supply,demand_consumed,733-735.50,7733.0,7735.5,7730.5,34.819,event_forward,0.0,139.0,158.0,0.0,1.137,replenished,1.0,94.8,0,0,,0,,6.75,1.5,14:26:35,scale_out_zone
es_20260827_1330_short_7748,14:26:42,OWNED,39,supply,supply_lean,732.25-733,7732.25,7733.0,7729.75,8.424,event_forward,0.0,55.0,98.0,0.0,1.782,replenished,0.25,98.7,0,0,,0,,6.0,2.25,14:26:48,scale_out_zone
es_20260827_1330_short_7748,14:26:52,CONSUMED,36,supply,demand_consumed,732-733.75,7732.0,7733.75,7729.75,59.278,event_forward,0.0,86.0,102.0,0.0,1.186,replenished,0.25,98.7,0,0,,0,,6.0,2.25,14:26:53,scale_out_zone
es_20260827_1330_short_7748,14:34:00,OWNED,42,supply,supply_lean,729.50-729.75,7729.5,7729.75,7726.25,18.082,event_forward,0.0,48.0,27.0,0.0,0.562,depleted,-3.25,100.0,0,0,,1,14:33:40 724.25-727,0.75,5.75,14:34:00,scale_out_zone
es_20260827_1330_short_7748,14:37:14,TEST,42,supply,supply_lean,729.50-729.75,7729.5,7729.75,7728.5,18.082,latest_test,97.0,376.0,437.0,0.205,0.924,depleted,-1.0,100.0,0,0,,0,,0.25,3.5,14:37:14,scale_out_zone
es_20260827_1330_short_7748,14:38:41,TEST,36,supply,demand_consumed,732-733.75,7732.0,7733.75,7731.0,59.278,latest_test,0.0,125.0,176.0,0.0,1.408,replenished,1.5,92.2,0,0,,0,,1.5,1.0,14:39:27,scale_out_zone
es_20260827_1330_short_7748,14:39:34,HOLD,36,supply,demand_consumed,732-733.75,7732.0,7733.75,7729.5,59.278,latest_test,0.0,125.0,176.0,0.0,1.408,replenished,0.0,100.0,0,0,,0,,0.0,2.5,14:39:34,scale_out_zone
es_20260827_1330_short_7748,14:39:49,TEST,39,supply,supply_lean,732.25-733,7732.25,7733.0,7731.25,8.424,latest_test,0.0,192.0,159.0,0.0,0.828,depleted,1.75,90.9,0,0,,0,,0.5,0.75,-,scale_out_zone
es_20260827_1330_short_7748,14:39:49,TEST,36,supply,demand_consumed,732-733.75,7732.0,7733.75,7731.25,59.278,latest_test,21.0,324.0,294.0,0.061,0.852,depleted,1.75,90.9,0,0,,0,,0.5,0.75,-,scale_out_zone
es_20260827_1330_short_7748,14:39:55,TEST,37,supply,supply_lean,732.75-735.25,7732.75,7735.25,7731.75,65.884,latest_test,0.0,182.0,193.0,0.0,1.06,replenished,2.25,88.3,0,0,,0,,0.25,0.25,-,scale_out_zone
es_20260828_1120_short_7780,11:20:12,TEST,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7774.75,76.026,latest_test,935.0,4826.0,5754.0,0.162,0.999,depleted,34.75,13.1,0,0,,0,,54.75,6.75,11:56:40,watch_contact
es_20260828_1120_short_7780,11:21:38,HOLD,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7772.5,76.026,latest_test,935.0,4826.0,5754.0,0.162,0.999,depleted,32.5,18.8,0,0,,0,,52.5,9.0,11:56:40,reject_depleted
es_20260828_1120_short_7780,11:23:13,TEST,39,supply,demand_consumed,775.75-781.75,7775.75,7781.75,7774.75,76.026,latest_test,1400.0,5385.0,6219.0,0.206,0.917,depleted,34.75,13.1,0,0,,0,,54.75,6.75,11:56:40,watch_contact
